,entity_index,entity_name,cui,cui_name
126451,126451,mitochondrial,C0026237,Mitochondria
126452,126452,transcription factor,C0040648,TRANSCRIPTION FACTOR
126453,126453,complex,C0439855,Complex
126454,126454,transcription factor TFIIIC complex,C1167141,transcription factor TFIIIC complex
126455,126455,transcription factor TFIIIE complex,C2610957,transcription factor TFIIIE complex
126456,126456,transcription factor TFIIIC1 complex,C2612888,transcription factor TFIIIC1 complex
126457,126457,extrinsic,C0205101,Extrinsic
126458,126458,phosphatidylinositol 3-kinase complex,C1166803,phosphatidylinositol 3-kinase complex
126459,126459,G protein-coupled receptor,C0537408,"ORF74 protein, Human herpesvirus 8"
126460,126460,G protein-coupled receptor,C0537408,"ORF74 protein, Human herpesvirus 8"
126461,126461,G protein-coupled GABA receptor complex,C3823127,G protein-coupled GABA receptor complex
126462,126462,adrenomedullin receptor complex,C3893950,adrenomedullin receptor complex
126463,126463,plaque,C0011389,Dental Plaque
126464,126464,ESCRT-0,C2246990,ESCRT-0 complex
126465,126465,actin capping protein,C0101367,Actin Capping Proteins
126466,126466,matrix,C0331858,Matrix Pharmaceutical Inc.
126467,126467,lumenal,C1551056,Units Of Measure - lumen
126468,126468,lumenal,C1551056,Units Of Measure - lumen
126469,126469,host,C1167395,Host (organism)
126470,126470,homomeric SMAD protein complex,C4690224,homomeric SMAD protein complex
126471,126471,actin filament,C0025979,Microfilaments
126472,126472,microvillar actin bundle,C3821110,microvillar actin bundle
126473,126473,actin filament,C0025979,Microfilaments
126474,126474,RISC,C1099355,RNA-Induced Silencing Complex
126475,126475,insulin-like growth factor,C0037657,Somatomedins
126476,126476,insulin-like growth factor ternary complex,C1167391,insulin-like growth factor ternary complex
126477,126477,SCF-Cdc4 ubiquitin ligase complex,C3893612,SCF-Cdc4 ubiquitin ligase complex
126478,126478,SCF-Rcy1/Pof6,C3893619,SCF-Rcy1/Pof6 ubiquitin ligase complex
126479,126479,SCF-Hrt3/Pof7 ubiquitin ligase complex,C3893627,SCF-Hrt3/Pof7 ubiquitin ligase complex
126480,126480,SCF-Dia2/Pof3 ubiquitin ligase complex,C3893615,SCF-Dia2/Pof3 ubiquitin ligase complex
126481,126481,SCF-Met30/Pof1 ubiquitin ligase complex,C3893618,SCF-Met30/Pof1 ubiquitin ligase complex
126482,126482,SCF-Das1 ubiquitin ligase complex,C3893614,SCF-Das1 ubiquitin ligase complex
126483,126483,SCF-Pof5 ubiquitin ligase complex,C3893624,SCF-Pof5 ubiquitin ligase complex
126484,126484,SCF-Ctf13 ubiquitin ligase complex,C3893613,SCF-Ctf13 ubiquitin ligase complex
126485,126485,ubiquitin ligase complex,C1167313,ubiquitin ligase complex
126486,126486,SCF-Skp2 ubiquitin ligase complex,C3893621,SCF-Skp2 ubiquitin ligase complex
126487,126487,SCF-Ucc1 ubiquitin ligase complex,C3893625,SCF-Ucc1 ubiquitin ligase complex
126488,126488,SCF-Mdm30 ubiquitin ligase complex,C3893617,SCF-Mdm30 ubiquitin ligase complex
126489,126489,SCF-YLR352W ubiquitin ligase complex,C3893626,SCF-YLR352W ubiquitin ligase complex
126490,126490,SCF-Grr1/Pof2 ubiquitin ligase complex,C3893616,SCF-Grr1/Pof2 ubiquitin ligase complex
126491,126491,SCF-Ufo1/Pof10,C3893622,SCF-Ufo1/Pof10 ubiquitin ligase complex
126492,126492,SCF-Saf1/Pof9 ubiquitin ligase complex,C3893620,SCF-Saf1/Pof9 ubiquitin ligase complex
126493,126493,extrinsic,C0205101,Extrinsic
126494,126494,gerontoplast stroma,C4327698,gerontoplast stroma
126495,126495,chloroplast,C0008266,Chloroplasts
126496,126496,elaioplast stroma,C1166986,elaioplast stroma
126497,126497,etioplast stroma,C1166989,etioplast stroma
126498,126498,proplastid,C1167002,proplastid
126499,126499,leucoplast stroma,C1166991,leucoplast stroma
126500,126500,chromoplast stroma,C1166979,chromoplast stroma
126501,126501,cyanelle stroma,C2247628,cyanelle stroma
126502,126502,viral envelope,C1167398,Viral Envelope
126503,126503,viral inner membrane,C3549061,viral inner membrane
126504,126504,symmetric,C0332516,Symmetrical
126505,126505,spermatoproteasome complex,,
126506,126506,cerebellar,C0007765,Cerebellum
126507,126507,cerebellar climbing,C0007765,Cerebellum
126508,126508,male,C0086582,Males
126509,126509,female pronucleus,C1622924,female pronucleus
126510,126510,cellular bud,C2263089,cellular bud
126511,126511,glutathione hydrolase complex,C3893432,glutathione hydrolase complex
126512,126512,PNGase complex,C4690928,PNGase complex
126513,126513,cortical,C0001613,Adrenal Cortex
126514,126514,cytoplasmic,C0010834,Cytoplasm
126515,126515,adherens,C3714578,Fix
126516,126516,apical distal,C0205111,Apical
126517,126517,apical,C0205111,Apical
126518,126518,membrane stack,C3546727,membrane stack
126519,126519,endoplasmic reticulum,C0014239,Endoplasmic Reticulum
126520,126520,sarcoplasmic reticulum,C0036226,Sarcoplasmic Reticulum
126521,126521,smooth endoplasmic reticulum,C0230789,Smooth Endoplasmic Reticulum
126522,126522,plasmodesmatal,C1166842,plasmodesmatal endoplasmic reticulum
126523,126523,cingulum,C0228272,Structure of cingulum
126524,126524,apical groove,C3893637,dinoflagellate apical groove
126525,126525,glomerular endothelium fenestra,C3271539,glomerular endothelium fenestra
126526,126526,cellulosome,C1257924,Cellulosomes
126527,126527,trichocyst,C2262708,trichocyst
126528,126528,multivesicular body,C0230825,Multivesicular body
126529,126529,anchored,C1293132,Anchoring procedure
126530,126530,anchored,C1293132,Anchoring procedure
126531,126531,IscS-TusA complex,C3824539,IscS-TusA complex
126532,126532,IscS-IscU complex,C3824540,IscS-IscU complex
126533,126533,thiazole synthase complex,C3822530,thiazole synthase complex
126534,126534,MPT synthase complex,C3824276,MPT synthase complex
126535,126535,Barr body,C0036867,Sex Chromatin
126536,126536,condensed,C1155631,Chromosome Condensation
126537,126537,mitochondrial,C0026237,Mitochondria
126538,126538,monomeric IgA,C2754986,monomeric IgA immunoglobulin complex
126539,126539,RNA polymerase I core factor complex,C2753937,RNA polymerase I core factor complex
126540,126540,RNA polymerase transcription factor SL1 complex,C1167146,RNA polymerase transcription factor SL1 complex
126541,126541,RNA polymerase I upstream,C1744674,upstream activating factor location
126542,126542,TORC2,C1824799,CRTC2 gene
126543,126543,TORC1,C1824798,CRTC1 gene
126544,126544,iNOS-S100A8/A9 complex,C3895721,iNOS-S100A8/A9 complex
126545,126545,autolysosome membrane,C5451460,autolysosome membrane
126546,126546,cytolytic granule membrane,C4236510,cytolytic granule membrane
126547,126547,phagolysosome membrane,C3548808,phagolysosome membrane
126548,126548,meiotic spindle,C3268864,Meiotic Spindle Apparatus
126549,126549,multivesicular body HOPS complex,C3822520,multivesicular body HOPS complex
126550,126550,Golgi,C0018042,Golgi Apparatus
126551,126551,clathrin-sculpted,C2262973,clathrin-sculpted vesicle
126552,126552,inter-Golgi transport vesicle membrane,C1166742,inter-Golgi transport vesicle membrane
126553,126553,clathrin-sculpted,C2262973,clathrin-sculpted vesicle
126554,126554,trans-Golgi network transport vesicle membrane,C1166727,trans-Golgi network transport vesicle membrane
126555,126555,clathrin-sculpted,C2262973,clathrin-sculpted vesicle
126556,126556,ER,C0014239,Endoplasmic Reticulum
126557,126557,Ib terminal bouton,C3155705,type Ib terminal bouton
126558,126558,type,C0332307,Type - attribute
126559,126559,extrinsic,C0205101,Extrinsic
126560,126560,extrinsic,C0205101,Extrinsic
126561,126561,extrinsic,C0205101,Extrinsic
126562,126562,extrinsic,C0205101,Extrinsic
126563,126563,extrinsic,C0205101,Extrinsic
126564,126564,extrinsic,C0205101,Extrinsic
126565,126565,extrinsic,C0205101,Extrinsic
126566,126566,extrinsic,C0205101,Extrinsic
126567,126567,extrinsic,C0205101,Extrinsic
126568,126568,post-anaphase array microtubule end,C4327478,post-anaphase array microtubule end
126569,126569,mitotic spindle,C0026258,Mitotic Spindle Apparatus
126570,126570,chromosome,C0008633,Chromosomes
126571,126571,polytene chromosome puff,C1166703,polytene chromosome puff
126572,126572,chromosome,C0008633,Chromosomes
126573,126573,chromosome,C0008633,Chromosomes
126574,126574,polytene chromosome,C1166698,Polytene Chromosomes
126575,126575,polytene chromosome band,C1166699,polytene chromosome band
126576,126576,Smc5-Smc6 complex,C1523399,Smc5-Smc6 complex
126577,126577,anchored,C1293132,Anchoring procedure
126578,126578,keratin filament,C1166778,keratin filament location
126579,126579,lamin filament,C1179956,Nuclear lamin
126580,126580,type III intermediate filament,C1519989,Type III Intermediate Filament
126581,126581,neurofilament,C0027834,Neurofilaments
126582,126582,glial filament,C0017626,Glial Fibrillary Acidic Protein
126583,126583,right ventral basal body,C3823016,right ventral basal body
126584,126584,right anterior,C0441997,Right anterior
126585,126585,left,C0205091,Left
126586,126586,left,C0205091,Left
126587,126587,right caudal,C3821158,right caudal flagellum
126588,126588,right posteriolateral basal body,C3823014,right posteriolateral basal body
126589,126589,kinociliary,C3822917,kinociliary basal body
126590,126590,left anterior,C0441998,Left anterior
126591,126591,left,C0205091,Left
126592,126592,cytosolic,C1383501,Cytoplasmic matrix
126593,126593,NLRP1,C1826435,NLRP1 gene
126594,126594,AIM2,C1332065,AIM2 gene
126595,126595,IPAF inflammasome complex,C3156612,IPAF inflammasome complex
126596,126596,NLRP3 inflammasome complex,C3156614,NLRP3 inflammasome complex
126597,126597,CARD8,C1424714,CARD8 gene
126598,126598,extrinsic,C0205101,Extrinsic
126599,126599,elongin complex,,
126600,126600,FACT complex,C1325699,FACT complex location
126601,126601,DSIF,C0674839,"SUPT5H protein, human"
126602,126602,NELF,C1428897,NSMF gene
126603,126603,super elongation complex,C5379847,super elongation complex
126604,126604,nucleoplasmic,C2717839,Nucleoplasmins
126605,126605,Cdc73/Paf1,,
126606,126606,COPII-coated ER,C0887888,COPII-Coated Vesicles
126607,126607,equatorial,C0014651,Equatorial Guinea
126608,126608,interphase,C0021798,Interphase
126609,126609,magnetosome,C2717754,Magnetosomes
126610,126610,migrasome,C5451523,migrasome
126611,126611,ventral disc,C3821204,ventral disc
126612,126612,protein complex,C1180347,Protein complex
126613,126613,RNA polymerase IV transcription regulator complex,C5380124,RNA polymerase IV transcription regulator complex
126614,126614,NuRD,C0960948,Mi-2 Nucleosome Remodeling and Deacetylase Complex
126615,126615,RNA polymerase V transcription regulator complex,C5380125,RNA polymerase V transcription regulator complex
126616,126616,complex,C0439855,Complex
126617,126617,SHREC2,C5137275,SHREC2 complex
126618,126618,ModE complex,C3824374,ModE complex
126619,126619,MacAB-TolC,C3824358,MacAB-TolC complex
126620,126620,ascospore-type,C2248326,ascospore-type prospore
126621,126621,micronucleus,C0026004,Micronucleus - abnormality
126622,126622,microsporocyte,C1325708,microsporocyte nucleus
126623,126623,left nucleus,C3821168,left nucleus
126624,126624,macronucleus,C0333902,Karyomegaly
126625,126625,generative cell,C2262716,generative cell mitosis
126626,126626,right nucleus,C3821169,right nucleus
126627,126627,primary endosperm nucleus,C1522897,primary endosperm nucleus
126628,126628,trans-Golgi network transport vesicle lumen,C3821285,trans-Golgi network transport vesicle lumen
126629,126629,exocytic,C4690990,exocytic process
126630,126630,6-phosphofructokinase complex,,
126631,126631,complex,C0439855,Complex
126632,126632,polyphosphate kinase complex,C1167487,polyphosphate kinase complex
126633,126633,ribose,C0035549,ribose
126634,126634,telomerase catalytic core complex,,
126635,126635,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex,C2753379,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex
126636,126636,alpha-D-ribose 1-methylphosphonate 5-triphosphate,C4236861,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
126637,126637,asexual,C4707386,Sexually attracted to neither male nor female sex
126638,126638,sexual spore wall,C3821108,sexual spore wall
126639,126639,structure,C0678594,Structure
126640,126640,axolemma,C1179949,Axolemma
126641,126641,dendritic spine membrane,C2245791,dendritic spine membrane
126642,126642,stereocilium membrane,C2262942,stereocilium membrane
126643,126643,dendrite,C0011305,Dendrites
126644,126644,cytoplasmic,C0010834,Cytoplasm
126645,126645,static,C0441463,Static
126646,126646,dynamic,C0729333,Dynamic
126647,126647,axon,C0004461,Axon
126648,126648,IgD B cell receptor complex,C2754970,IgD B cell receptor complex
126649,126649,IgA B cell receptor complex,C2754979,IgA B cell receptor complex
126650,126650,IgE,C0020846,Immunoglobulin E
126651,126651,IgG B cell receptor complex,C2754951,IgG B cell receptor complex
126652,126652,DnaA-Dps,C3824205,DnaA-Dps complex
126653,126653,DnaA-Hda,C3824204,DnaA-Hda complex
126654,126654,Hda-beta clamp complex,C3824206,Hda-beta clamp complex
126655,126655,DnaA-L2,C3824203,DnaA-L2 complex
126656,126656,striated muscle thin filament,C1179121,Actin myofilament
126657,126657,CatSper complex,C3271620,CatSper complex
126658,126658,light-activated voltage-gated calcium channel complex,C1167245,light-activated voltage-gated calcium channel complex
126659,126659,L-type voltage-gated calcium channel complex,C3896229,L-type voltage-gated calcium channel complex
126660,126660,90S preribosome,C1325677,90S preribosome
126661,126661,"preribosome, small subunit precursor",,
126662,126662,subunit precursor,C1709634,Precursor
126663,126663,small-subunit processome,C1818889,small-subunit processome
126664,126664,adventitious septum,C1325749,adventitious septum
126665,126665,wall-bounded periplasmic space,C2244501,cell wall-bounded periplasmic space
126666,126666,membrane-bounded periplasmic space,C1167340,periplasmic space (sensu Gram-negative Bacteria)
126667,126667,septal periplasm,C3549280,septal periplasm
126668,126668,dendritic tuft,C2752548,dendritic tuft
126669,126669,dendritic growth cone,C2752546,dendritic growth cone
126670,126670,dendriole,C2752545,dendriole
126671,126671,dendritic knob,C3893736,dendritic knob
126672,126672,extrachromosomal DNA,C0178630,extrachromosomal DNA
126673,126673,sporoplasm,C2752419,sporoplasm
126674,126674,Yb body,C2753483,Yb body
126675,126675,endospore core,,
126676,126676,metaphase plate,C0230532,Metaphase plate
126677,126677,cytoplasmic replisome,C1624567,cytoplasmic replisome
126678,126678,Golgi,C0018042,Golgi Apparatus
126679,126679,integral,C0443238,Integral
126680,126680,integral,C0443238,Integral
126681,126681,integral,C0443238,Integral
126682,126682,Cul3-RING ubiquitin ligase complex,C1621489,Cul3-RING ubiquitin ligase complex
126683,126683,Cul2-RING ubiquitin ligase complex,C1622070,Cul2-RING ubiquitin ligase complex
126684,126684,Cul8-RING ubiquitin ligase complex,C2752279,Cul8-RING ubiquitin ligase complex
126685,126685,Cul5-RING ubiquitin ligase complex,C1622624,Cul5-RING ubiquitin ligase complex
126686,126686,Cul7-RING ubiquitin ligase complex,C1622620,Cul7-RING ubiquitin ligase complex
126687,126687,CGRP receptor complex,C3896169,CGRP receptor complex
126688,126688,Bfa1-Bub2 complex,C3824544,Bfa1-Bub2 complex
126689,126689,Lst4-Lst7 complex,,
126690,126690,chloroplast,C0008266,Chloroplasts
126691,126691,amyloplast,C1166948,Amyloplasts
126692,126692,MOZ/MORF,,
126693,126693,Hpa2,C1425482,HPSE2 gene
126694,126694,CD95,C0245662,CD95 Antigens
126695,126695,TRAIL,C1143949,"TNFSF10 protein, human"
126696,126696,viral capsid,C1167519,viral capsid
126697,126697,viral capsid,C1167519,viral capsid
126698,126698,homodimeric decaprenyl diphosphate synthase complex,C1819396,homodimeric decaprenyl diphosphate synthase complex
126699,126699,Mst2,C1420479,STK3 gene
126700,126700,spindle envelope,C2753489,spindle envelope
126701,126701,nuclear envelope,C0028584,Nuclear Envelope
126702,126702,mitochondrial envelope,C1659767,mitochondrial envelope
126703,126703,hyaline,C0020191,Hyalin Substance
126704,126704,extracellular matrix,C0015350,Extracellular Matrix
126705,126705,synapse-associated extracellular matrix,C4236610,synapse associated extracellular matrix
126706,126706,interstitial matrix,C1167404,interstitial matrix
126707,126707,interphotoreceptor,C2246566,interphotoreceptor matrix
126708,126708,basement membrane,C0004799,Basement membrane
126709,126709,collagen,C0009325,collagen
126710,126710,protocadherin-alpha-v4-protocadherin-gamma-a3 complex,C2754387,protocadherin-alpha-v4-protocadherin-gamma-a3 complex
126711,126711,protocadherin-alpha-v7-protocadherin-gamma-a3,C2754391,protocadherin-alpha-v7-protocadherin-gamma-a3 complex
126712,126712,protocadherin-alpha-v4-protocadherin-gamma-b2 complex,C2754388,protocadherin-alpha-v4-protocadherin-gamma-b2 complex
126713,126713,protocadherin-alpha-v7-protocadherin-gamma-a1 complex,C2754390,protocadherin-alpha-v7-protocadherin-gamma-a1 complex
126714,126714,protocadherin-alpha-v7-protocadherin-gamma-b2 complex,C2754392,protocadherin-alpha-v7-protocadherin-gamma-b2 complex
126715,126715,protocadherin-alpha-v4-protocadherin-gamma-a1,C2754386,protocadherin-alpha-v4-protocadherin-gamma-a1 complex
126716,126716,protocadherin-alpha-v7-protocadherin-gamma-b4,C2754393,protocadherin-alpha-v7-protocadherin-gamma-b4 complex
126717,126717,protocadherin-alpha-v4-protocadherin-gamma-b4,C2754389,protocadherin-alpha-v4-protocadherin-gamma-b4 complex
126718,126718,apical recycling,C0282114,Recycling
126719,126719,peri-centrosomal,C4236706,peri-centrosomal recycling endosome
126720,126720,postsynaptic recycling,C4236701,postsynaptic recycling endosome
126721,126721,basolateral recycling,C4236776,basolateral recycling endosome
126722,126722,hyphal tip,C1522751,hyphal tip
126723,126723,cellular bud,C2263089,cellular bud
126724,126724,mating,C1260875,mating
126725,126725,cellular bud tip,C2263090,cellular bud tip
126726,126726,anchored,C1293132,Anchoring procedure
126727,126727,omega speckle,C1325722,Omega Speckles
126728,126728,DnaB-DnaC-DnaT-PriA-PriC,C3824308,DnaB-DnaC-DnaT-PriA-PriC complex
126729,126729,DnaB-DnaC-Rep-PriC,C3824309,DnaB-DnaC-Rep-PriC complex
126730,126730,DnaB-DnaC-DnaT-PriA-PriB complex,C3824306,DnaB-DnaC-DnaT-PriA-PriB complex
126731,126731,DnaA-DnaB-DnaC complex,,
126732,126732,fungal-type vacuole membrane,C1167032,fungal-type vacuole membrane
126733,126733,U4,C1419539,RNU4-1 gene
126734,126734,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126735,126735,U6,C1419574,RNU6-1 gene
126736,126736,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126737,126737,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126738,126738,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126739,126739,U5,,
126740,126740,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126741,126741,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126742,126742,penta-snRNP complex,C2754106,penta-snRNP complex
126743,126743,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126744,126744,U4atac/U6atac,C2754105,U4atac/U6atac snRNP
126745,126745,snRNP,C0142661,Small Nuclear Ribonucleoproteins
126746,126746,SL,C4761558,Salar Chinese
126747,126747,chromosome passenger complex,C1819023,Chromosome passenger complex location
126748,126748,dynactin complex,C1166765,Dynactin Complex
126749,126749,katanin,C0662286,katanin
126750,126750,HAUS,C0574154,Hausa language
126751,126751,Tea1 cell-end complex,C1623186,Tea1 cell-end complex
126752,126752,glial,C0027836,Neuroglia
126753,126753,Dcp1-Dcp2 complex,C3893701,Dcp1-Dcp2 complex
126754,126754,cytoplasmic,C0010834,Cytoplasm
126755,126755,GABA-A receptor complex,C3823126,GABA-A receptor complex
126756,126756,clathrin-coated,C1167211,coated pit location
126757,126757,nucleolar ring,C5444408,nucleolar ring
126758,126758,pollen tube tip,C3157030,pollen tube tip
126759,126759,cell tip,C1656978,cell tip
126760,126760,PAR,C1334294,JTB gene
126761,126761,Gin4,C3824527,Gin4 complex
126762,126762,protein kinase 5 complex,C5137263,protein kinase 5 complex
126763,126763,phosphorylase kinase complex,C1167485,phosphorylase kinase complex
126764,126764,Atg1/ULK1 kinase complex,C3824526,Atg1/ULK1 kinase complex
126765,126765,IkappaB kinase complex,C0663914,IkappaB kinase
126766,126766,DAPK1-calmodulin complex,C4235116,DAPK1-calmodulin complex
126767,126767,protein C,C0033621,protein C
126768,126768,protein C inhibitor-coagulation factor,C3271514,protein C inhibitor-thrombin complex
126769,126769,protein C inhibitor-coagulation factor V complex,C3269128,protein C inhibitor-coagulation factor V complex
126770,126770,protein C,C0033621,protein C
126771,126771,protein C,C0033621,protein C
126772,126772,protein C inhibitor-coagulation factor XI complex,C3269130,protein C inhibitor-coagulation factor XI complex
126773,126773,protein C inhibitor-thrombin complex,C3271514,protein C inhibitor-thrombin complex
126774,126774,protein C,C0033621,protein C
126775,126775,protein C inhibitor-KLK3 complex,C3271515,protein C inhibitor-KLK3 complex
126776,126776,protein C,C0033621,protein C
126777,126777,postsynaptic endocytic zone,C4236695,postsynaptic endocytic zone
126778,126778,lateral cell cortex,C3821172,lateral cell cortex
126779,126779,presynaptic,C3546722,presynaptic grid
126780,126780,equatorial cell,C4235378,equatorial cell cortex
126781,126781,anterior cell cortex,C4329100,anterior cell cortex
126782,126782,cell,C0007634,Cells
126783,126783,posterior cell cortex,C4329099,posterior cell cortex
126784,126784,presynaptic,C3546722,presynaptic grid
126785,126785,medial cortex,C1818663,medial cortex
126786,126786,basal cortex,C1166656,basal cortex
126787,126787,endoplasmic reticulum lumen,C1166837,Cavity of endoplasmic reticulum cistern
126788,126788,perinuclear,C4700073,Perinuclear
126789,126789,cortical,C0001613,Adrenal Cortex
126790,126790,smooth endoplasmic reticulum lumen,C1325630,smooth endoplasmic reticulum lumen
126791,126791,cellular bud,C2263089,cellular bud
126792,126792,PSII,,
126793,126793,intercalated disc,,
126794,126794,peg,C0032483,polyethylene glycols
126795,126795,DnaA-DiaA,C3824229,DnaA-DiaA complex
126796,126796,DnaA-oriC complex,,
126797,126797,core primosome complex,,
126798,126798,DnaA-HU complex,C3824230,DnaA-HU complex
126799,126799,anchored,C1293132,Anchoring procedure
126800,126800,anchored,C1293132,Anchoring procedure
126801,126801,Bcl3/NF-kappaB2 complex,C2246666,Bcl3/NF-kappaB2 complex
126802,126802,clathrin-sculpted,C2262973,clathrin-sculpted vesicle
126803,126803,clathrin-sculpted,C2262973,clathrin-sculpted vesicle
126804,126804,clathrin-sculpted,C2262973,clathrin-sculpted vesicle
126805,126805,pollen wall,C1820005,pollen wall
126806,126806,egg chorion,C0008503,Chorion
126807,126807,S-layer,C1167352,S-layer
126808,126808,mitotic,C1513354,Mitotic
126809,126809,cytoplasmic,C0010834,Cytoplasm
126810,126810,rhabdomere microvillus membrane,C3271480,rhabdomere microvillus membrane
126811,126811,cell envelope,C0598099,cell envelope
126812,126812,plastid,C0206524,Plastids
126813,126813,meiotic spindle,C3268864,Meiotic Spindle Apparatus
126814,126814,mitotic spindle,C0026258,Mitotic Spindle Apparatus
126815,126815,SPOTS,C0015230,Exanthema
126816,126816,homodimeric serine palmitoyltransferase complex,C3154920,homodimeric serine palmitoyltransferase complex
126817,126817,small ribosomal subunit processing complex,,
126818,126818,Purkinje cell,C0034143,Purkinje Cells
126819,126819,AMPA,C0051318,alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid
126820,126820,intracellular,C0175996,Protoplasm
126821,126821,NMDA,C0079883,N-Methylaspartate
126822,126822,serotonin-activated cation-selective channel complex,C4235121,serotonin-activated cation-selective channel complex
126823,126823,FtsBL,,
126824,126824,FtsQBL complex,,
126825,126825,TRC,C3891833,TRC-GCA24-1 gene
126826,126826,BAT3,C1422271,BAG6 gene
126827,126827,complex,C0439855,Complex
126828,126828,inhibin B complex,C1625124,inhibin B complex
126829,126829,inhibin,C0021463,INHIBIN
126830,126830,hippocampal mossy,C0524817,"Mossy Fibers, Hippocampal"
126831,126831,amyloplast,C1166948,Amyloplasts
126832,126832,chloroplast,C0008266,Chloroplasts
126833,126833,gamma-aminobutyric acid,C0016904,gamma-aminobutyric acid
126834,126834,cytosolic,C1383501,Cytoplasmic matrix
126835,126835,polysomal ribosome,C2324468,Set of polysomal ribosomes
126836,126836,integral,C0443238,Integral
126837,126837,epidermal,C0014520,Epidermis
126838,126838,dendritic lamellar body,C3890365,dendritic lamellar body
126839,126839,alveolar,C1440080,Alveolar
126840,126840,endothelial microparticle,C3156618,Endothelial Cell-Derived Microparticle
126841,126841,type II polyketide synthase complex,C2247661,type II polyketide synthase complex
126842,126842,type III polyketide synthase complex,C2247662,type III polyketide synthase complex location
126843,126843,flagella connector,C4690922,flagella connector
126844,126844,skeletal muscle,C0242692,Skeletal muscle structure
126845,126845,cardiac myofibril,C3821106,cardiac myofibril
126846,126846,axonal spine,C2752557,axonal spine
126847,126847,somatic spine,C3548401,somatic spine
126848,126848,DPS,C1843919,PDSS1 gene
126849,126849,myosin phosphatase complex,C1167495,myosin phosphatase complex
126850,126850,protein phosphatase type 1 complex,C1167497,protein phosphatase type 1 complex
126851,126851,PTW/PP1 phosphatase complex,C3156317,PTW/PP1 phosphatase complex
126852,126852,cytosolic isocitrate dehydrogenase complex,C1167019,cytosolic isocitrate dehydrogenase complex (NAD+)
126853,126853,cytosolic,C1383501,Cytoplasmic matrix
126854,126854,B axonemal microtubule,C3893602,B axonemal microtubule
126855,126855,axonemal microtubule,C1180298,Peripheral doublet microtubule of axoneme of cilium
126856,126856,C1,C0456879,TNM certainty factor C1
126857,126857,C2,C1305857,C2 innervation
126858,126858,perinuclear theca,C2246398,perinuclear theca
126859,126859,microtubule cytoskeleton,C1166781,Microtubule cytoskeleton
126860,126860,organellar,C0029219,Organelles
126861,126861,host-symbiont bicellular tight junction,C3548965,host-symbiont bicellular tight junction
126862,126862,dolichyl-phosphate-mannose-protein mannosyltransferase,C0219164,Dolichyl-phosphate-mannose-protein mannosyltransferase
126863,126863,dolichyl-phosphate-mannose-protein mannosyltransferase,C0219164,Dolichyl-phosphate-mannose-protein mannosyltransferase
126864,126864,dolichyl-phosphate-mannose-protein mannosyltransferase,C0219164,Dolichyl-phosphate-mannose-protein mannosyltransferase
126865,126865,dolichyl-phosphate-mannose-protein mannosyltransferase,C0219164,Dolichyl-phosphate-mannose-protein mannosyltransferase
126866,126866,dolichyl-phosphate-mannose-protein mannosyltransferase,C0219164,Dolichyl-phosphate-mannose-protein mannosyltransferase
126867,126867,postsynaptic membrane,C1167384,Postsynaptic membrane
126868,126868,presynaptic,C3546722,presynaptic grid
126869,126869,presynaptic membrane,C1325748,Presynaptic membrane
126870,126870,postsynaptic endocytic zone membrane,C4236694,postsynaptic endocytic zone membrane
126871,126871,presynaptic,C3546722,presynaptic grid
126872,126872,presynaptic,C3546722,presynaptic grid
126873,126873,focal adhesion,C0887870,Focal Adhesions
126874,126874,muscle tendon,C0575064,Skeletal muscle tender
126875,126875,hemidesmosome,C0230616,Hemidesmosomes
126876,126876,bacterial,C0521009,Bacterial
126877,126877,megagametophyte,C2717887,Female Gametophytes
126878,126878,antipodal cell nucleus,C1325704,antipodal cell nucleus
126879,126879,polar nucleus,C1325706,polar nucleus
126880,126880,cyanelle ribonuclease P complex,C1325667,cyanelle ribonuclease P complex
126881,126881,NOXA-BCL-2 complex,C3269094,NOXA-BCL-2 complex
126882,126882,NOXA-BCL-xl complex,C3269093,NOXA-BCL-xl complex
126883,126883,BAX,C0812198,BAX gene
126884,126884,complex,C0439855,Complex
126885,126885,BIM-BCL-xl complex,C3269087,BIM-BCL-xl complex
126886,126886,BCL-2,C0376515,BCL2 gene
126887,126887,PUMA-BCL-xl complex,C3269090,PUMA-BCL-xl complex
126888,126888,BAD-BCL-2 complex,,
126889,126889,BIM-BCL-2 complex,,
126890,126890,BAD-BCL-xl complex,C3269084,BAD-BCL-xl complex
126891,126891,BAK,C0574198,Bashkir language
126892,126892,PUMA-BCL-2 complex,C3269089,PUMA-BCL-2 complex
126893,126893,cytochrome b6f complex,C0056934,cytochrome b6f
126894,126894,Gram-negative-bacterium-type,C1325774,Gram-negative-bacterium-type cell wall
126895,126895,Gram-positive-bacterium-type cell wall,C1167342,Gram-positive-bacterium-type cell wall
